ID,c1,c2,c3
0,-3.291574383938816,5.821890121836168,2.2136510921809767
1,0.789712800092598,3.657996422587482,1.8784073415774107
2,1.8465416140196458,1.978276602107985,2.2011649833256217
3,4.773607192236944,5.521283784818038,1.70401634665835
4,1.9490072064853623,4.97815677132813,2.235223609563291
5,5.050603253722819,5.514984215678296,2.490017426646952
6,-2.4338074632001225,9.63743736965314,3.347488857949572
7,2.893240308114811,6.143963591304515,2.2529787609491474
8,3.0761764628571693,3.2696989986876543,2.9207749717726856
9,-10.422630633026834,2.425282914365581,3.330730804943821
10,4.299466280182357,9.406184124789828,2.665665073265604
11,5.417875913344503,2.2673522994578743,2.8297343656285623
12,4.964501141256233,10.317287536040343,3.916325086158998
13,-0.2564180517247729,6.78223568833254,1.1944356951110788
14,-2.4867050350608313,7.908159841850427,2.652830061100712
15,6.002544796637431,0.7302396633660329,2.0519561469641943
16,4.125097768415823,2.5186737658353993,1.3030218247037602
17,2.855905185316737,4.685324716161406,2.3681306531441337
18,4.311327156175747,0.6919558184680374,3.4246918179106607
19,1.8741674704084184,5.192419033136345,2.889203694107965
20,1.421087938973351,6.7806707519528615,2.1982688320849624
21,-5.432867184659742,6.401057272695093,3.1514197468435707
22,-2.3017711494427284,3.658691331305338,1.7793791491244955
23,2.49841474352172,1.3672310090148616,2.8129427516512107
24,-1.6609959773390561,6.507570061750998,3.403404457437997
25,-2.692435064956251,6.13546526590915,1.0900577753016618
26,-1.2283538203931081,9.006907069174572,1.412204482271214
27,-1.275687631124665,8.614979054043575,2.338647051895566
28,0.37215269790016253,7.4387019279723825,3.372556187754191
29,0.914588896272537,6.936230417114452,3.781988822832532
30,-5.497876977400155,3.468965469723735,1.8828501175810926
31,1.439457882090079,2.9294300785871816,1.5454760526892446
32,1.1797764433248963,0.19042108508986821,1.3950505553148362
33,-0.9641064238662711,0.16099829096758977,3.3413566819903
34,-3.6569418351673337,3.2469775030862227,0.608476847098407
35,1.1305601132574463,4.683144635577957,1.2536004862868233
36,0.5629721235855325,4.673026803829727,2.574084534592549
37,-0.35642538645889504,3.134808061568982,1.6563928217821962
38,-0.8098704685205076,-1.0333482052063907,1.7186105143563948
39,0.9031302045884698,-5.479282727732803,1.475652174944133
40,-1.7983929182601759,1.5523861162767951,2.2096136379780402
41,2.3298792786743974,8.008812843473994,0.8101699183955904
42,0.01016895043846531,3.870930745650801,0.7721712904421743
43,2.993726727010971,0.9877291440952871,1.1431335677322954
44,3.77388327750265,2.8475645220983887,2.2342224872638528
45,2.3890122142980035,5.353952013244272,2.1463422582587004
46,5.897858752990407,10.609260789402338,2.766288639174135
47,-3.0344687409904574,11.643898550497564,1.5070281705985529
48,-2.4296333399397705,5.356036885341842,2.580237420465636
49,-5.322166506149335,2.5273950158208858,1.9117174401559245
50,-2.224313932357975,2.8441787377688232,2.7503873081771144
51,-7.6812606784007444,1.7428937809488958,3.482951544355136
52,-1.3400899411739804,-0.05258074141146807,4.147595420964557
53,-2.5978776806196913,7.884070589646966,1.0056392659349407
54,-2.828483713071452,3.588381735176973,3.1351501101556964
55,0.4824464479858162,5.700442685567166,3.1485424128569854
56,-2.6418463891435215,2.0159368750862288,1.4154313758292631
57,3.9369620829133227,3.8418129837178157,3.9961882492310776
58,-5.0705677139202745,10.739990474784427,0.6542734126175933
59,1.3885550320311344,4.4532044145105,3.621942641618918
60,6.009826054846419,5.781222254851632,1.4157342014750376
61,4.7340568219149,0.9754460696031915,3.5226784617635873
62,2.708213925400776,12.84937286233701,2.2625331726217612
63,6.735894648360188,8.668665598598071,3.2443443252119266
64,-1.5505306642621395,6.542743285511584,2.241155266832341
65,6.831857040378137,8.314063092281478,0.5076278030016967
66,3.66302045863114,5.279246126342707,1.1869255246943955
67,3.303586378465032,7.128564727150267,2.1431454676885453
68,-6.499865541055771,0.513263215091416,2.234085983732642
69,-2.5269589786851148,4.458393266678108,0.759138582669193
70,-2.00804532934254,10.860137603825876,2.8861770569580703
71,-6.201650279319339,-5.03281824649161,2.8848305673441006
72,-4.602755132626426,5.685758376473254,2.9441110611261765
73,-0.1656178385076125,2.5984569553494588,2.487725824218821
74,1.1859772912704967,0.07288532964176575,1.8883759546548768
75,-1.628266575840618,3.476850149152887,2.8862572384840326
76,-1.0411972044001123,8.53801883930296,1.4516585097261054
77,-1.6960931763399456,7.675150872869894,5.254856458840334
78,0.27680093534196526,3.3019515668158217,4.055443156127601
79,4.644636893706657,4.048069811989417,1.72726486536091
80,-1.6040669187886,2.7701303185506925,1.9244229039985097
81,-4.657893719172389,4.697447183865533,1.3212766053084768
82,-1.4242717915278083,-0.845093513065045,3.588629356089588
83,2.8323698293724817,4.362068914883401,4.044988333760399
84,4.714379403810695,1.9118286610337138,0.7668785418970705
85,-3.1345455397970077,4.279712401417893,1.4031310132562904
86,2.0270163026406305,3.1417734826939325,3.1692124321819843
87,5.347641644120885,5.048134654383075,3.747663592183587
88,7.3174360897008,1.872801677506836,2.5477729821318587
89,4.685125565608931,9.011825525354979,0.8780806899286415
90,10.93263999124992,-2.972004230774531,3.573685293512697
91,1.0289245088181458,5.376760928841155,0.555176451575006
92,0.7983396988343353,-1.3545797554136136,1.9155155849713217
93,3.792416392599683,5.760215854772233,1.6022666866213298
94,-4.392818977807778,6.117114801525154,0.6816795606326522
95,3.3592259420554123,1.9776187522847355,0.9391652151018597
96,-6.879455556655874,12.65280386264972,1.0786617355023496
97,2.950201297499077,2.983247405013916,3.2204105717128524
98,-2.480259917549694,4.615412184774141,2.04934995875166
99,0.38213879300806103,4.777928880346012,0.82694355569244
