ID,c1,c2,c3
0,0.0574260889773317,1.767116511649641,3.1663791228926566
1,-0.3410716125863136,5.628945080578776,2.7159533280376733
2,0.7376276878370316,7.482327052141733,1.681376399207549
3,-0.7113738488316139,3.326847818256355,3.3894171036756986
4,-3.1239965736098574,4.224550144290485,0.9721452192483282
5,-0.08030035631771426,3.5219818383164783,3.571964834806096
6,-1.5103134100360807,3.262749198109239,2.722262651764812
7,-1.7554362685329918,0.8124811855567764,2.6925488167856004
8,2.85017861178474,1.9259834439144194,0.7960458653473701
9,-0.9913672054702687,3.8980301145738165,3.492305573433278
10,-1.3756505224519655,6.655720997988621,2.901403024020303
11,0.4156532985284649,0.5868464123489607,1.0578750563488302
12,3.3626651460220147,2.668782785522284,0.22213666742829963
13,3.1639177062616817,5.781865535169347,1.7682566223951222
14,0.5451920980815492,1.9571824710586214,2.7182840542065545
15,2.4962317687231854,0.8657914280833219,0.680726525042525
16,-1.7826275666598237,5.5953139829446235,3.957169441821013
17,1.561357327093532,5.0644958492176935,1.2302493436652706
18,-1.8941859203730536,1.2576544538118677,1.7952442957010004
19,-0.2737754444426246,1.3347178201149787,0.09367409719874242
20,-2.8131452047561556,3.7590602999554523,1.8721741002075785
21,-2.245739834939867,7.77533974835842,3.6897966301800302
22,-1.9055721382592976,7.533321331165778,2.64411519002255
23,-1.2474609524435634,3.7017213981221877,2.2055918101052674
24,-3.658029995977982,7.748481775787497,0.5821545801861725
