ddpg/stats_g/mean,ddpg/stats_g/std,ddpg/stats_o/mean,ddpg/stats_o/std,epoch,test/episode,test/mean_Q,test/success_rate,test/sum_rewards,test/timesteps,time_eval,time_rollout,time_train,time_ve,timesteps,train/actor_loss,train/critic_loss,train/episode,train/success_rate,train/sum_rewards,train/timesteps,ve/loss,ve/stats_g/mean,ve/stats_g/std,ve/stats_o/mean,ve/stats_o/std
36.268257,71.6912,0.03384394,0.15367965,0,10.0,-1.1365764,0.0,86.28279,1500.0,2.526977777481079,12.827793836593628,36.292813777923584,467.1321077346802,7500,-0.17788218,0.012977423,50.0,0.0,87.06383,7500.0,0.008151686,177.9761,2.0619116,0.033468608,0.15256557
35.62372,71.21502,0.038910992,0.15122315,1,20.0,-1.3008859,0.0,88.84667,3000.0,2.6256103515625,12.961431741714478,41.683029651641846,489.8077583312988,15000,-0.36446404,0.021151733,100.0,0.0,87.27296,15000.0,0.00805139,177.98805,1.4536005,0.039500896,0.14951488
35.22825,70.92447,0.04011787,0.15318872,2,30.0,-3.5570145,0.0,100.89925,4500.0,2.5388948917388916,13.482583999633789,43.63158917427063,509.74585723876953,22500,-0.6170969,0.05370729,150.0,0.0,86.74125,22500.0,0.022694064,177.99203,1.1770122,0.0404001,0.15128078
35.281982,70.96819,0.041553658,0.15514532,3,40.0,-5.026765,0.0,85.82137,6000.0,2.342830181121826,11.629806995391846,39.607988357543945,451.41648030281067,30000,-0.87084985,0.081625365,200.0,0.0,92.11721,30000.0,0.042926714,177.99402,1.0024148,0.041653194,0.15419729
35.578556,71.19161,0.04067136,0.15431437,4,50.0,-0.9155569,0.0,97.00362,7500.0,2.358734607696533,11.48699402809143,38.590691566467285,440.405100107193,37500,-1.0073562,0.11435094,250.0,0.0,89.96408,37500.0,0.07830996,177.99522,0.86767054,0.040699977,0.15423997
35.609467,71.21419,0.040667117,0.15594819,5,60.0,-2.3647637,0.0,82.17009,9000.0,2.2101409435272217,11.236329317092896,38.37213850021362,433.4048466682434,45000,-1.1061397,0.14614321,300.0,0.0,97.04646,45000.0,0.13081543,177.99602,0.7673726,0.04057145,0.1562643
35.67177,71.26134,0.04144042,0.15782629,6,70.0,-1.5609686,0.0,102.50557,10500.0,2.8129494190216064,12.027276992797852,37.79369235038757,433.7294442653656,52500,-1.1347972,0.16584225,350.0,0.0,98.947136,52500.0,0.20086074,177.99658,0.7067763,0.041325383,0.15781368
35.874928,71.411865,0.042108435,0.15889524,7,80.0,-0.61870015,0.0,104.52824,12000.0,2.537113666534424,12.50209641456604,39.9303195476532,449.32033467292786,60000,-1.1272565,0.216864,400.0,0.0,105.36188,60000.0,0.2827126,177.99701,0.6599581,0.04191839,0.15931861
35.878445,71.41432,0.042282116,0.15917443,8,90.0,-0.70640486,0.0,108.747154,13500.0,2.6970419883728027,12.542742013931274,38.90434193611145,444.8880569934845,67500,-1.0939541,0.20543167,450.0,0.0,99.20031,67500.0,0.3512102,177.99734,0.61229694,0.042170327,0.15953217
35.804855,71.35934,0.04320411,0.16030529,9,100.0,-0.39353883,0.0,110.10535,15000.0,2.367994785308838,12.705752849578857,40.35446333885193,459.34831380844116,75000,-1.0526046,0.24114263,500.0,0.0,111.88849,75000.0,0.45943153,177.99762,0.5752461,0.043270703,0.16095369
